WeatherDelay,AWND,PCRP,SNOW,AVGT,CMPND,AP,AA,PA
265,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
53,1.68943472,-0.31138867,-0.201493861,-1.062616179,-0.579472491,-0.526070831,-1.795220667,0.330886639
31,0.89803758,0.832522159,-0.201493861,0.208370773,0.49771639,0.747636185,0.187124785,0.173473286
94,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
44,-0.684756701,-0.422089718,-0.201493861,0.742553696,-0.587172337,0.289028763,-0.508468619,-0.31342428
50,-0.910870169,-0.059236283,-0.201493861,1.046485358,-0.383842745,0.053956563,-0.953212295,-0.061989903
30,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
54,1.68943472,-0.31138867,-0.201493861,-1.062616179,-0.579472491,-0.526070831,-1.795220667,0.330886639
83,-0.402114865,-0.4835903,-0.201493861,0.549142638,-0.618064863,0.194458848,-0.220818418,-0.265560053
41,0.389282276,-0.010035817,-0.201493861,0.807024048,-0.147378166,-0.003906766,0.314160158,-0.008099146
47,0.954565947,-0.606591464,-0.201493861,-0.049510637,-0.692734736,-0.579031555,-0.047261168,0.03003273
66,1.68943472,-0.31138867,-0.201493861,-1.062616179,-0.579472491,-0.526070831,-1.795220667,0.330886639
70,3.215700634,0.051464765,-0.201493861,0.171530572,0.195297119,0.165495277,0.551590969,0.008827781
90,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
101,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
105,-0.628228333,2.671389566,-0.201493861,0.493882335,1.051748592,-1.678242614,-0.310270876,1.319352117
63,-0.684756701,-0.422089718,-0.201493861,0.742553696,-0.587172337,0.289028763,-0.508468619,-0.31342428
99,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
140,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
56,1.406792885,-0.422089718,-0.201493861,0.245210975,-0.514808869,-0.593792812,0.344961055,-0.103501031
41,-1.419625474,-0.4835903,-0.201493861,0.687293393,-0.650199299,0.686517109,-0.975699209,-0.332368418
32,-1.419625474,-0.4835903,-0.201493861,0.687293393,-0.650199299,0.686517109,-0.975699209,-0.332368418
41,-0.571699966,0.020714474,-0.201493861,0.585982839,-0.335783024,-0.011842464,-0.335006369,0.012138326
54,-0.910870169,-0.059236283,-0.201493861,1.046485358,-0.383842745,0.053956563,-0.953212295,-0.061989903
39,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
200,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
92,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
70,-0.684756701,-0.422089718,-0.201493861,0.742553696,-0.587172337,0.289028763,-0.508468619,-0.31342428
87,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
130,-0.232529763,1.20767571,-0.201493861,0.503092386,0.470469759,-0.280820547,-0.116983953,0.607572454
33,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
97,-0.628228333,2.671389566,-0.201493861,0.493882335,1.051748592,-1.678242614,-0.310270876,1.319352117
52,0.050112073,0.672620645,-0.201493861,1.267526567,0.524970413,0.033706415,0.063518384,0.852564537
34,-0.006416295,-0.495890416,-0.201493861,0.493882335,-0.615306047,0.003181779,-0.003168895,-0.244911517
77,-0.628228333,2.671389566,-0.201493861,0.493882335,1.051748592,-1.678242614,-0.310270876,1.319352117
36,1.915548189,-0.354439077,-0.201493861,0.668873293,-0.362977908,-0.678945132,1.281259025,-0.237074833
30,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
43,0.728452479,-0.606591464,-0.201493861,-0.335022199,-0.692734736,-0.441873056,-0.244047751,0.203221606
68,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
158,1.067622682,4.393405867,-0.201493861,0.770183847,4.834926081,4.690499755,0.822265744,3.383730232
120,-1.306568739,-0.606591464,-0.201493861,0.226790874,-0.692734736,0.792553444,-0.296317866,-0.137569408
40,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
93,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
66,-0.006416295,-0.495890416,-0.201493861,0.493882335,-0.615306047,0.003181779,-0.003168895,-0.244911517
49,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
39,-0.006416295,-0.495890416,-0.201493861,0.493882335,-0.615306047,0.003181779,-0.003168895,-0.244911517
93,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
90,0.050112073,0.672620645,-0.201493861,1.267526567,0.524970413,0.033706415,0.063518384,0.852564537
181,1.124151049,-0.606591464,-0.201493861,-0.049510637,-0.692734736,-0.681900431,-0.055657435,0.03003273
42,-0.571699966,0.020714474,-0.201493861,0.585982839,-0.335783024,-0.011842464,-0.335006369,0.012138326
149,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
125,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
208,0.728452479,-0.606591464,-0.201493861,-0.335022199,-0.692734736,-0.441873056,-0.244047751,0.203221606
78,-0.006416295,-0.495890416,-0.201493861,0.493882335,-0.615306047,0.003181779,-0.003168895,-0.244911517
63,0.050112073,0.672620645,-0.201493861,1.267526567,0.524970413,0.033706415,0.063518384,0.852564537
157,0.728452479,-0.606591464,-0.201493861,-0.335022199,-0.692734736,-0.441873056,-0.244047751,0.203221606
62,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
65,-0.967398536,-0.385189368,-0.201493861,0.530722537,-0.593563741,0.372631631,-0.513420205,-0.204428679
59,-0.232529763,1.20767571,-0.201493861,0.503092386,0.470469759,-0.280820547,-0.116983953,0.607572454
44,1.68943472,-0.31138867,-0.201493861,-1.062616179,-0.579472491,-0.526070831,-1.795220667,0.330886639
146,1.802491455,0.531169306,-0.201493861,0.567562738,0.699325048,0.957428135,1.023026985,0.301471906
67,1.011094314,-0.606591464,-0.201493861,-0.067930738,-0.692734736,-0.61332118,-0.068684383,0.041206206
130,-0.232529763,1.20767571,-0.201493861,0.503092386,0.470469759,-0.280820547,-0.116983953,0.607572454
77,0.728452479,-0.606591464,-0.201493861,-0.335022199,-0.692734736,-0.441873056,-0.244047751,0.203221606
102,0.050112073,0.672620645,-0.201493861,1.267526567,0.524970413,0.033706415,0.063518384,0.852564537
57,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
67,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
95,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
213,-0.006416295,-0.495890416,-0.201493861,0.493882335,-0.615306047,0.003181779,-0.003168895,-0.244911517
33,0.728452479,-0.606591464,-0.201493861,-0.335022199,-0.692734736,-0.441873056,-0.244047751,0.203221606
51,1.915548189,-0.354439077,-0.201493861,0.668873293,-0.362977908,-0.678945132,1.281259025,-0.237074833
38,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
100,-0.006416295,-0.495890416,-0.201493861,0.493882335,-0.615306047,0.003181779,-0.003168895,-0.244911517
99,1.406792885,-0.422089718,-0.201493861,0.245210975,-0.514808869,-0.593792812,0.344961055,-0.103501031
30,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
541,1.29373615,-0.606591464,-0.201493861,-1.154716683,-0.692734736,-0.784769305,-1.493898716,0.700441283
155,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
31,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
73,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
44,1.406792885,-0.422089718,-0.201493861,0.245210975,-0.514808869,-0.593792812,0.344961055,-0.103501031
512,1.802491455,0.531169306,-0.201493861,0.567562738,0.699325048,0.957428135,1.023026985,0.301471906
54,0.389282276,-0.010035817,-0.201493861,0.807024048,-0.147378166,-0.003906766,0.314160158,-0.008099146
93,0.050112073,0.672620645,-0.201493861,1.267526567,0.524970413,0.033706415,0.063518384,0.852564537
30,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
79,-0.967398536,-0.385189368,-0.201493861,0.530722537,-0.593563741,0.372631631,-0.513420205,-0.204428679
234,1.067622682,4.393405867,-0.201493861,0.770183847,4.834926081,4.690499755,0.822265744,3.383730232
35,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
49,1.68943472,-0.31138867,-0.201493861,-1.062616179,-0.579472491,-0.526070831,-1.795220667,0.330886639
32,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
58,-0.910870169,0.438918433,-0.201493861,0.36494163,-0.242209497,-0.399797707,-0.332414444,0.160179608
34,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
55,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
77,0.050112073,0.672620645,-0.201493861,1.267526567,0.524970413,0.033706415,0.063518384,0.852564537
104,1.463321252,-0.372889252,-0.201493861,0.60440294,-0.424748175,-0.545656767,0.884435667,-0.22537536
161,-0.571699966,-0.606591464,-0.201493861,0.991225056,-0.692734736,0.346788319,-0.566683331,-0.601268658
30,-0.571699966,0.020714474,-0.201493861,0.585982839,-0.335783024,-0.011842464,-0.335006369,0.012138326
34,-1.136983638,-0.606591464,-0.201493861,1.055695409,-0.692734736,0.68968457,-1.200308407,-0.640375824
98,1.463321252,-0.372889252,-0.201493861,0.60440294,-0.424748175,-0.545656767,0.884435667,-0.22537536
33,-0.910870169,-0.059236283,-0.201493861,1.046485358,-0.383842745,0.053956563,-0.953212295,-0.061989903
52,-0.967398536,-0.385189368,-0.201493861,0.530722537,-0.593563741,0.372631631,-0.513420205,-0.204428679
30,-0.910870169,-0.059236283,-0.201493861,1.046485358,-0.383842745,0.053956563,-0.953212295,-0.061989903
43,0.389282276,-0.010035817,-0.201493861,0.807024048,-0.147378166,-0.003906766,0.314160158,-0.008099146
62,0.050112073,0.672620645,-0.201493861,1.267526567,0.524970413,0.033706415,0.063518384,0.852564537
170,-0.628228333,2.671389566,-0.201493861,0.493882335,1.051748592,-1.678242614,-0.310270876,1.319352117
38,0.615395744,1.890332172,-0.201493861,0.024169766,1.035104403,1.163302373,0.014873971,0.045688886
85,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
67,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
43,-0.232529763,1.20767571,-0.201493861,0.503092386,0.470469759,-0.280820547,-0.116983953,0.607572454
65,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
50,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
31,0.389282276,-0.010035817,-0.201493861,0.807024048,-0.147378166,-0.003906766,0.314160158,-0.008099146
30,-0.684756701,-0.422089718,-0.201493861,0.742553696,-0.587172337,0.289028763,-0.508468619,-0.31342428
334,0.050112073,0.672620645,-0.201493861,1.267526567,0.524970413,0.033706415,0.063518384,0.852564537
90,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
138,1.68943472,-0.606591464,-0.201493861,1.037275308,-0.692734736,-1.02479668,1.75240892,-0.629202348
227,-1.080455271,1.281476409,-0.201493861,-0.169241292,-0.13819616,-1.384577941,0.182857646,-0.216878723
186,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
91,-0.684756701,-0.422089718,-0.201493861,0.742553696,-0.587172337,0.289028763,-0.508468619,-0.31342428
146,-0.176001396,-0.323688786,-0.201493861,0.014959715,-0.545783449,0.056969678,-0.002632931,-0.004842292
35,-0.628228333,2.671389566,-0.201493861,0.493882335,1.051748592,-1.678242614,-0.310270876,1.319352117
39,-1.419625474,-0.4835903,-0.201493861,0.687293393,-0.650199299,0.686517109,-0.975699209,-0.332368418
72,-0.967398536,-0.385189368,-0.201493861,0.530722537,-0.593563741,0.372631631,-0.513420205,-0.204428679
62,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
176,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
226,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
44,-0.232529763,1.20767571,-0.201493861,0.503092386,0.470469759,-0.280820547,-0.116983953,0.607572454
40,0.728452479,-0.606591464,-0.201493861,-0.335022199,-0.692734736,-0.441873056,-0.244047751,0.203221606
57,-1.136983638,-0.606591464,-0.201493861,1.055695409,-0.692734736,0.68968457,-1.200308407,-0.640375824
74,1.915548189,-0.354439077,-0.201493861,0.668873293,-0.362977908,-0.678945132,1.281259025,-0.237074833
58,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
147,-0.232529763,1.20767571,-0.201493861,0.503092386,0.470469759,-0.280820547,-0.116983953,0.607572454
95,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
112,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
171,1.463321252,-0.372889252,-0.201493861,0.60440294,-0.424748175,-0.545656767,0.884435667,-0.22537536
38,-0.571699966,0.020714474,-0.201493861,0.585982839,-0.335783024,-0.011842464,-0.335006369,0.012138326
97,1.463321252,-0.372889252,-0.201493861,0.60440294,-0.424748175,-0.545656767,0.884435667,-0.22537536
33,-0.515171599,-0.422089718,-0.201493861,0.503092386,-0.588525132,0.217448635,-0.259178909,-0.212350123
49,0.389282276,-0.010035817,-0.201493861,0.807024048,-0.147378166,-0.003906766,0.314160158,-0.008099146
167,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
52,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
444,1.802491455,0.531169306,-0.201493861,0.567562738,0.699325048,0.957428135,1.023026985,0.301471906
33,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
36,-0.571699966,0.020714474,-0.201493861,0.585982839,-0.335783024,-0.011842464,-0.335006369,0.012138326
104,-0.967398536,-0.385189368,-0.201493861,0.530722537,-0.593563741,0.372631631,-0.513420205,-0.204428679
67,1.68943472,-0.31138867,-0.201493861,-1.062616179,-0.579472491,-0.526070831,-1.795220667,0.330886639
96,-0.684756701,-0.422089718,-0.201493861,0.742553696,-0.587172337,0.289028763,-0.508468619,-0.31342428
60,-0.967398536,-0.385189368,-0.201493861,0.530722537,-0.593563741,0.372631631,-0.513420205,-0.204428679
85,3.215700634,0.051464765,-0.201493861,0.171530572,0.195297119,0.165495277,0.551590969,0.008827781
53,-0.967398536,-0.606591464,-0.201493861,0.935964754,-0.692734736,0.586815694,-0.905450933,-0.56774823
43,1.915548189,-0.354439077,-0.201493861,0.668873293,-0.362977908,-0.678945132,1.281259025,-0.237074833
49,-0.402114865,-0.4835903,-0.201493861,0.549142638,-0.618064863,0.194458848,-0.220818418,-0.265560053
34,-0.232529763,1.20767571,-0.201493861,0.503092386,0.470469759,-0.280820547,-0.116983953,0.607572454
64,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
154,0.728452479,-0.606591464,-0.201493861,-0.335022199,-0.692734736,-0.441873056,-0.244047751,0.203221606
189,-0.006416295,-0.495890416,-0.201493861,0.493882335,-0.615306047,0.003181779,-0.003168895,-0.244911517
46,0.615395744,1.890332172,-0.201493861,0.024169766,1.035104403,1.163302373,0.014873971,0.045688886
56,1.067622682,4.393405867,-0.201493861,0.770183847,4.834926081,4.690499755,0.822265744,3.383730232
849,-1.136983638,-0.514340591,-0.201493861,-0.077140788,-0.665202022,0.584796836,0.087707814,0.039676638
330,-1.136983638,-0.606591464,-0.201493861,1.055695409,-0.692734736,0.68968457,-1.200308407,-0.640375824
41,1.915548189,-0.354439077,-0.201493861,0.668873293,-0.362977908,-0.678945132,1.281259025,-0.237074833
384,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
77,1.067622682,4.393405867,-0.201493861,0.770183847,4.834926081,4.690499755,0.822265744,3.383730232
290,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
85,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
37,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
54,0.728452479,-0.606591464,-0.201493861,-0.335022199,-0.692734736,-0.441873056,-0.244047751,0.203221606
82,1.406792885,-0.422089718,-0.201493861,0.245210975,-0.514808869,-0.593792812,0.344961055,-0.103501031
99,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
35,1.067622682,4.393405867,-0.201493861,0.770183847,4.834926081,4.690499755,0.822265744,3.383730232
79,1.067622682,4.393405867,-0.201493861,0.770183847,4.834926081,4.690499755,0.822265744,3.383730232
31,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
144,1.915548189,-0.354439077,-0.201493861,0.668873293,-0.362977908,-0.678945132,1.281259025,-0.237074833
44,1.406792885,-0.422089718,-0.201493861,0.245210975,-0.514808869,-0.593792812,0.344961055,-0.103501031
150,-0.232529763,1.20767571,-0.201493861,0.503092386,0.470469759,-0.280820547,-0.116983953,0.607572454
65,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
141,-0.006416295,-0.495890416,-0.201493861,0.493882335,-0.615306047,0.003181779,-0.003168895,-0.244911517
124,0.615395744,1.890332172,-0.201493861,0.024169766,1.035104403,1.163302373,0.014873971,0.045688886
342,-0.232529763,1.20767571,-0.201493861,0.503092386,0.470469759,-0.280820547,-0.116983953,0.607572454
88,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
